repository,path,category,subsystem,audit_status,audit_method,relevant_findings,changes_required
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-connected-tablet-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-connected-webkit-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-empty-desktop-light-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-empty-desktop-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-empty-firefox-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-empty-mobile-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-empty-repair-1920x1080-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-empty-repair-3440x1440-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-empty-repair-390x844-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-empty-repair-768x1024-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-empty-tablet-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-empty-webkit-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/importer-error-desktop-light-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/importer-error-desktop-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/importer-error-firefox-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/importer-error-mobile-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/importer-error-repair-1920x1080-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/importer-error-repair-3440x1440-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/importer-error-repair-390x844-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/importer-error-repair-768x1024-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/importer-error-tablet-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/importer-error-webkit-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/importer-reference-only-desktop-light-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/importer-reference-only-desktop-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/importer-reference-only-firefox-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
